time,tweets,likes,retweet_count,anger,positivity,joy,disgust,surprise,trust,anticipation,sadness,negative,fear
2021-05-12 12:04:34, Το νέο εργασιακό νομοσχέδιο προστατεύει τους εργαζόμενους Ενισχύει τα δικαιώματά τους Αναβαθμίζει την Επιθεώρηση Εργ,0,189,0,0,0,0,0,0,0,0,0,0
2021-05-11 15:49:58,ΣΥΡΙΖΑ ή αλλιώς Μυνχάζουεν Κρεσέντο στην υποκρισία Οι ίδιοι υπέγραψαν την Ευρωπαϊκή Οδηγία 20191158 που προωθεί ευέλικτες μορφές απασχόλησης με ΑΤΟΜΙΚΕΣ συμβάσεις εργασίας και κατηγορούν εμάς επειδή εφαρμόζουμε την Οδηγία που εκείνοι υπέγραψαν  ,258,66,0,3,1,0,1,3,1,0,2,0
2021-05-10 17:07:21,Δείτε τον οδοστρωτήρα της κυβέρνησης στα εργασιακά Μια σειρά από μέτρα για τη συμφιλίωση επαγγελματικής και ιδιωτικής ζωής Να δούμε τι θα σχολιάσει για αυτό ο ΣΥΡΙΖΑ ,641,116,1,1,1,0,0,2,1,0,1,0
2021-05-09 09:35:52,ΠροσέξτεΤο νσχ που μεταξύ άλλων θεσπίζει άδεια πατρότητας 14 ημερών μετ αποδοχών κανόνες για  τηλεργασία κ βελτιώνει τις συνθήκες εργασίας εργαζομένων σε deliverycourier θεωρείται από τον ΣΥΡΙΖΑ οδοστρωτήρας για τα εργασιακά δικαιώματα Οι λέξεις έχουν χάσει το νόημα τους ,484,97,0,1,0,0,0,1,0,1,2,0
2021-05-08 09:53:11,Η δήθεν απελευθέρωση των απολύσεων με το εργασιακό νομοσχέδιο είναι ένα ακόμα μεγάλο ψέμα του ΣΥΡΙΖΑ Η αλήθεια είναι ότι στο νσχ μεταξύ άλλων υπάρχει συγκεκριμένος και διευρυμένος κατάλογος με τους λόγους απαγόρευσης μιας απόλυσης Έχουν κάνει το ψέμα δεύτερη φύση τους ,260,44,2,4,2,2,2,1,1,3,3,0
2021-05-07 16:01:13,Ο ΣΥΡΙΖΑ από τη μία μας κατηγορεί ότι με το εργασιακό νομοσχέδιο δήθεν καταργούμε τις υπερωρίες Και από την άλλη ότι τάχα τις αυξάνουμε υπερβολικά Προφανώς και τα δύο δεν γίνεται να ισχύουν ταυτόχρονα Δείτε παρακάτω ποια είναι η αλήθεια ,287,52,0,2,0,0,0,1,0,0,0,0
2021-05-07 09:14:07,H πολιτική υποκρισία του ΣΥΡΙΖΑ δεν έχει όρια Χθες το πρωί διαδήλωσαν γιατί δήθεν καταργούμε το 8ωρο μέσω της διευθέτησης χρόνου εργασίας Κι αμέσως μετά μου ζήτησαν να κηρύξω υποχρεωτική μια κλαδική σύμβαση που περιέχει διευθέτηση εργασίας Αυτό το πράγμα δεν έχει προηγούμενο ,238,46,1,2,0,2,1,2,1,0,4,0
2021-05-06 14:20:34,Ο ΣΥΡΙΖΑ για το εργασιακό νομοσχέδιο κάνει αντιπολίτευση με fake news Έχουν βγάλει τα τσιτάτα από το συρτάρι και μιλούν για ένα νομοσχέδιο που υπάρχει μόνο στη φαντασία τουςΘα ακολουθήσουν αναρτήσεις για όλα τα fake news του ΣΥΡΙΖΑ Τίποτα δεν θα μείνει αναπάντητο ,382,105,1,2,2,0,1,0,1,0,1,0
2021-05-06 12:52:04, Έχουν ειπωθεί αμέτρητα fake news για το εργασιακό ΝΣ ενώ δεν έχει καν μπει σε διαβούλευση άρα δεν το έχει καν δει η α,0,164,0,0,0,2,0,0,0,0,0,0
2021-05-04 11:38:26, Προστατεύουμε την υγεία τους από την πανδημία και στηρίζουμε το εισόδημά τους Και οικοδομούμε μια Ελλάδα με περισσότε,0,66,0,2,2,0,0,1,1,2,2,1
2021-05-04 11:38:18, Και ακόμη Με επιπλέον γονικές άδειες άδεια πατρότητας και προστασία του νέου πατέρα από απόλυση Αλλά και με ένα στι,0,71,1,2,0,1,1,0,0,1,1,1
2021-05-04 11:38:16, Τιμούμε την Εργατική Πρωτομαγιά με πράξεις Με την Ψηφιακή Κάρτα Εργασίας όπου θα καταγράφεται και θα προστατεύεται ο,0,167,0,1,1,0,0,1,1,0,1,0
2021-05-04 09:58:11,Βαθιά θλίψη προκάλεσε σ όσους τον γνωρίζαμε η απώλεια του Δημήτρη Αρχοντάκη δημάρχου Ρεθύμνου επί 27 έτη Με τη δουλειά του αναμόρφωσε το Ρέθυμνο Ειλικρινή συλλυπητήρια στους οικείους του,75,7,1,1,0,0,0,1,0,4,3,2
2021-04-30 10:34:20,Καλή Ανάσταση σε όλες και όλουςΜε μία φωτογραφία που έβγαλα εδώ στη γειτονιά μου ,347,10,0,0,0,0,0,0,1,0,0,0
2021-04-28 13:54:07,Τσίπρας fake news για συντάξεις Νο 3 Παρόλο που οι δικηγόροι και οι λογιστές που θα ασχοληθούν με την έκδοση συντάξεων θα πληρώνονται από τον ΕΦΚΑ ο κ Τσίπρας είπε ότι θα τους πληρώσουν οι συνταξιούχοι Ιδού ο νόμος Τώρα θα μας πουν ότι είναι οφθαλμαπάτη ,210,50,0,0,0,0,0,2,1,0,1,0
2021-04-28 13:53:41,Τσίπρας fake news για συντάξεις Νο 2 Το 2020 οι κύριες συντάξεις που δόθηκαν ήταν 31 περισσότερες σε σχέση με το 2019 Έτσι οι εκκρεμείς συντάξεις σήμερα είναι 139000 Παρόλα αυτά ο κ Τσίπρας μίλησε για 450000 Το ψέμα έγινε δεύτερη φύση στον ΣΥΡΙΖΑ,348,63,1,0,0,1,0,1,0,1,1,0
2021-04-28 13:53:04,Ο κ Τσίπρας σήμερα το τερμάτισε με fake news για τις εκκρεμείς συντάξεις Μας παρέδωσε 1059000 εκκρεμείς ασφαλιστικές υποθέσεις εκ των οποίων 189851 εκκρεμείς κύριες συντάξεις Και είχε το θράσος να πει ότι δήθεν μας παρέδωσε μόνο 107000 Βιομηχανία ψεμάτων,621,123,0,0,0,0,0,0,0,0,1,0
2021-04-25 07:58:08,Είμαστε αποφασισμένοι να σπάσουμε αυγά για τις εκκρεμείς συντάξεις Γι αυτό προβλέπουμε ότι αν οι υπηρεσίες του ΕΦΚΑ δεν έχουν επικυρώσει εντός 30 ημερών το σχέδιο των πιστοποιημένων δικηγόρωνλογιστών η σύνταξη απονέμεται αυτόματα Πρόκειται για μια μικρή επανάσταση ,157,17,1,1,0,1,1,0,2,1,2,1
2021-04-25 07:57:47,Είναι ανόητη η συζήτηση που έχει ανοίξει ο ΣΥΡΙΖΑ για κατάργηση 8ώρου Το οκτάωρο το πενθήμερο οι 40 ώρες εργασίαςεβδομάδα είναι ήδη κατοχυρωμένες Και θα είναι κατοχυρωμένες και στο νσχ για την προστασία της εργασίας Ενώ υπάρχουν και σχετικές ευρωπαϊκές ρυθμίσεις ,91,12,1,1,0,1,0,0,0,0,2,0
2021-04-22 14:44:42,Ο φιλολαϊκός ΣΥΡΙΖΑ απέναντι στην πρωτοβουλία μας για την επιτάχυνση απονομής των συντάξεων επέλεξε την καταστροφολογία κ την υπεράσπιση της γραφειοκρατίας Εμείς θα προχωρήσουμε τολμηρά κ θα δώσουμε λύση στο πρόβλημα Εκείνοι με τη γραφειοκρατία εμείς με τους ασφαλισμένους ,127,23,1,2,1,0,0,2,1,1,2,2
2021-04-22 14:04:48,Ο ΣΥΡΙΖΑ εν ονόματι του ότι θα κοστίσει κάτι στο Δημόσιο το μέτρο των πιστοποιημένων δικηγόρωνλογιστών προτιμά να μην δώσουμε συντάξεις και να αφήσουμε τους ανθρώπους άφραγκους Αυτή είναι η κοινωνική ευαισθησία τους Αυτή είναι η προοδευτική αντιπολίτευση της Ελλάδας Βουλή ,227,32,1,2,0,0,0,0,1,0,1,0
2021-04-20 08:15:51,H συμμετοχή των πιστοποιημένων δικηγόρωνλογιστών στην έκδοση των συντάξεων είναι μια μικρή επανάσταση Με τροπολογία που καταθέτουμε στη Βουλή θα μπορούν μεταξύ άλλων να εκδίδουν σχέδιο απόφασης προσωρινής οριστικής και επικουρικής σύνταξης Ρίχνουμε όλα τα όπλα στη μάχη,360,54,2,2,0,1,1,0,3,2,4,2
2021-04-18 08:54:44,Το εργασιακό νσχ ρυθμίζει την ψηφιακή κάρτα εργασίας την τηλεργασία τις γονικές άδειες βάζει τάξη για deliverycouriers φέρνει ρυθμίσεις για σεξουαλική παρενόχληση στην εργασία Η κριτική του ΣΥΡΙΖΑ ότι δήθεν δεν νοιαζόμαστε για τους εργαζόμενους θα αποδειχθεί αστεία ,67,7,2,1,1,1,1,1,1,2,3,1
2021-04-18 08:53:05,Με τη θέσπιση της ψηφιακής κάρτας εργασίας χτυπάμε τη μαύρη εργασία Θα καταγράφεται πλέον όλη η παρουσία του εργαζόμενου στην επιχείρηση και δεν θα μπορεί να τον κλέβει ο κάθε πονηρούλης Ο ΣΥΡΙΖΑ που μας κουνά το δάχτυλο αυτό δεν το έκανε ,135,17,1,2,1,1,1,1,3,0,2,0
2021-04-18 08:52:07,Εάν ένας εργαζόμενος προτιμά να δουλεύει 4 ημέρες την εβδομάδα και να έχει τριήμερη αργία επειδή θέλει να βλέπει παραπάνω την οικογένειά του ποιοι είμαστε εμείς που θα του το απαγορεύσουμε Είναι προοδευτικό να εργάζεται ακατέβατα 5 ημέρες την εβδομάδα ,314,43,0,2,1,1,0,0,1,0,0,0
2021-04-16 16:51:07, Ο  ενεργοποίησε σήμερα την ανανεωμένη ιστοσελίδα του Ο επανασχεδιασμός εντάσσεται στην ευ,0,4,0,0,0,0,0,0,0,0,0,0
2021-04-16 12:26:27,Όταν θα πάμε στη Βουλή με το νσχ για την προστασία της εργασίας θα λέμε σε πόσες χώρες της ΕΕ εφαρμόζεται κάθε ρύθμισή μας Και θα καλούμε τον ΣΥΡΙΖΑ να μας πει πού εφαρμόζονται αυτά που λένε εκείνοι Με αραχνιασμένες απόψεις κάνουν μια κωμικοτραγική αντιπολίτευση ,361,57,1,0,0,0,0,0,0,0,2,0
2021-04-16 12:09:30,Η κριτική του ΣΥΡΙΖΑ για το εργασιακό νομοσχέδιο είναι εκτός τόπου και χρόνου Λέγονται τερατώδη ψέματα κ fake news Πρώτα κάνουν κριτική κ μετά θα δουν το νσχ και θα εκτεθούν Όπως λέμε στο ποδόσφαιρο τεχνητό offside έτσι θα την πατήσουν σε αυτό το νομοσχέδιο ,189,18,2,2,1,0,0,1,1,2,2,0
2021-04-15 17:46:52,Είναι προοδευτικό και σύγχρονο οι εργαζόμενοι να δουλεύουν ακατέβατα 5 ημέρες Ή μήπως αν το θέλουν να δουλεύουν 4 ημέρες όπως προτείνουμε εμείς O ΣΥΡΙΖΑ που μας κουνά το δάχτυλο ας δει πρώτα τις συμφωνίες για διευθέτηση χρόνου εργασίας που υπεγράφησαν επί των ημερών του ,211,21,0,1,0,0,0,1,0,0,1,0
2021-04-14 16:59:03,Συμβάλλουμε από την πλευρά του Υπ Εργασίας στην καταπολέμηση του κορωνοϊού και την ομαλοποίηση της ζωής μας Επεκτείνουμε τα self tests σε σειρά δραστηριοτήτων ιδιωτ τομέα από Δευτέρα 194 Υποχρεωτικά για την προσέλευση εργαζομένων στους χώρους εργασίας  ,89,12,1,0,0,0,0,1,0,0,3,0
2021-04-13 14:23:35,Ο ΣΥΡΙΖΑ αποφάσισε να μας κηρύξει πόλεμο για ρύθμιση που ο ίδιος είχε διατηρήσει σε ισχύ όσο ήταν κυβέρνηση Είναι η διάταξη για τη διευθέτηση του χρόνου εργασίας Και προφανώς όλα αυτά τα χρόνια δεν καταργήθηκε το 8ωρο εκτός αν το κατήργησε κ δεν το αντιλήφθηκε ούτε ο ίδιος,536,94,0,1,0,0,0,2,0,0,2,1
2021-04-13 14:23:10,Εμείς προστατεύουμε την εργαζόμενο και την εργασία ο ΣΥΡΙΖΑ τα fake news Όσα λένε για Μεσαίωνα υπενθυμίζουν απλώς ότι οι ίδιοι κατευθύνονται με την όπισθεν σε αυτήν την περίοδο ,76,7,0,1,1,0,1,1,1,0,1,0
2021-04-10 18:09:53,Λίγοι έκαναν για την Ελλάδα όσο ο Ιάκωβος Τσούνης Ανάμεσα στη σημαντική προσφορά του είναι και η πρόσφατη απόφασή του να διαθέσει το σύνολο της περιουσίας του για την άμυνα της χώρας Ελπίζουμε ότι θα βρεθούν κι άλλοι που θα τον μιμηθούν Θερμά συλλυπητήρια στους οικείους του ,373,19,1,3,1,0,0,1,1,1,0,1
2021-03-31 08:50:27,Όλοι αυτοί από τον ΣΥΡΙΖΑ που μου κουνούν το δάκτυλο λέγοντας Ο Χατζηδάκης ο νεοφιλελεύθερος κτλ πού ήταν τόσο καιρό Που αφήσαν τον ΕΦΚΑ να είναι χειρότερα και από τον ΟΣΕ όταν ήμουν στο Υπουργείο Μεταφορών Με αποτέλεσμα να έχω μπροστά μου τώρα την Κόπρο του Αυγείου ,208,16,0,1,1,0,0,2,1,0,1,0
2021-03-30 08:44:04,Σε όλη την Ευρώπη δεν υπάρχει κόμμα αξιωματικής αντιπολίτευσης σαν τον ΣΥΡΙΖΑ Πριν από ένα μήνα κ σε μία εβδομάδα κατόρθωσαν να είναι υπέρ των μπαχαλάκηδων υπέρ των καταληψιών στο ΑΠΘ κι υπέρ του Κουφοντίνα Κακιασμένη αντιπολίτευση και κάθε μέρα κ μια καινούρια γκάφα ,688,79,1,1,1,1,1,0,0,1,2,0
2021-03-30 07:36:59,Ο ΣΥΡΙΖΑ στα θέματα κορωνοϊού στο κοφίνι δε χωρεί και στο καλάθι περισσεύει Όποτε πάμε να χαλαρώσουμε τα μέτρα λένε ότι θα είναι καταστροφή για τη δημόσια υγεία Όταν πάμε να γίνουμε πιο αυστηροί κάνουν κριτική από την αντίθετη πλευρά Και λίγο κράτει δεν βλάπτει ,173,13,2,1,1,1,1,0,0,2,2,1
2021-03-29 18:57:38, Το Υπουργείο Εργασίας θα διαθέσει 695 εκ ευρώ τον Απρίλιο για την προστασία εργαζομένων και ανέργων αναστολές ΣΥΝΕΡΓΑ,0,23,0,1,1,0,0,1,0,0,1,0
2021-03-29 18:57:36, Βασικός στόχος μου στο Υπ Εργασίας η αναβάθμιση της εξυπηρέτησης των πολιτών Φέρνουμε 21 ηλεκτρονικές υπηρεσίες των eΕ,0,20,0,0,0,0,0,0,0,0,1,0
2021-03-29 16:52:48,Το Υπουργείο Εργασίας θα διαθέσει 695 εκ ευρώ τον Απρίλιο για την προστασία εργαζομένων και ανέργων αναστολές ΣΥΝΕΡΓΑΣΙΑ δώρο Πάσχα κτλ Έτσι τα συνολικά μέτρα στήριξης μόνο από το υπουργείο μας την περίοδο της πανδημίας υπερβαίνουν τα 71 δις ευρώ και 3 εκ ωφελούμενους ,110,23,0,4,3,0,1,3,1,0,1,0
2021-03-29 13:38:45,Βασικός στόχος μου στο Υπ Εργασίας η αναβάθμιση της εξυπηρέτησης των πολιτών Φέρνουμε 21 ηλεκτρονικές υπηρεσίες των eΕΦΚΑ και ΟΑΕΔ και στα ΚΕΠ Συνεχίζουμε με ενιαίο call center για δωρεάν εξυπηρέτηση του κοινού Εργαζόμαστε για μια Δημόσια Διοίκηση φιλική προς τους πολίτες ,152,20,0,0,0,0,0,0,0,0,1,0
2021-03-25 06:42:00,Περήφανοι για τους προγόνους μας Ακόμα όμως πιο περήφανοι θα νιώσουμε όταν αντιληφθούμε ότι είμαστε ήδη ή μπορούμε να γίνουμε μέτοχοι στην προσπάθεια για μια νέα ελληνική άνοιξη Αξίζει και σε εμάς και στην ιστορία μας Ζήτω η Ελλάδα ελλας2021 ,299,12,0,2,1,0,0,0,0,0,0,0
2021-03-23 20:22:58, Στο Περιφερειακό Υποκατάστημα Μισθωτών Αττικής του ΕΦΚΑ Το πρόβλημα που κληρονομήθηκε από το παρελθόν είναι η Kόπρος τ,0,42,0,0,0,0,0,0,0,1,1,1
2021-03-23 16:11:09,Στο Περιφερειακό Υποκατάστημα Μισθωτών Αττικής του ΕΦΚΑ Το πρόβλημα που κληρονομήθηκε από το παρελθόν είναι η Kόπρος του Αυγείου Είμαστε αποφασισμένοι όμως να το λύσουμε Και σε συνεργασία με τη διοίκηση και τους εργαζόμενους του ΕΦΚΑ και τον ιδιωτικό τομέα θα το λύσουμε ,265,42,0,1,0,0,0,1,0,1,1,1
2021-03-22 15:56:13,O ΣΥΡΙΖΑ ενδιαφέρεται πιο πολύ για τις ιδεοληψίες του με τον δημόσιο τομέα παρά για τους συνταξιούχους Εμείς θα ρίξουμε στη μάχη όλα τα όπλα που διαθέτουμε χρησιμοποιώντας κ τις υπηρεσίες πιστοποιημένων δικηγορών κ λογιστών για να είμαστε εντάξει με τους συνταξιούχους Βουλή ,213,24,1,1,0,0,0,0,1,0,1,1
2021-03-21 15:33:54,Πιστοποιημένοι δικηγόροι κ λογιστές θα κληθούν να συμβάλουν στη μάχη για την απονομή των εκκρεμών συντάξεων Οι συνταξιούχοι δεν νοιάζονται καθόλου εάν η σύνταξή τους θα βγει μετά από συνδρομή του ιδιωτικού τομέα ή όχι Τους ενδιαφέρει απλώς να την πάρουν  ,466,63,1,0,0,0,0,0,0,0,1,1
2021-03-19 10:11:34,Στην κατάρτιση η κατάσταση δεν πάει άλλοΕίμαστε αποφασισμένοι να περάσουμε από τα γκρίζα προγράμματα στη σύγχρονη κατάρτιση όπως αυτή που προχωρούμε με τη GoogleΠου θα βοηθά εργαζόμενους κ ανέργους Εκεί φαίνεται η κοινωνική ευαισθησία των κυβερνήσεων κ όχι στα μεγάλα λόγια ,84,10,2,1,0,0,0,0,2,1,2,1
2021-03-15 09:47:27, Χρόνια πολλά Καλή Σαρακοστή Με ένα πίνακα του Σπύρου Βασιλείου Καθαρα_Δευτερα ,0,16,0,0,0,1,0,0,0,0,1,1
2021-03-15 07:02:20,Χρόνια πολλά Καλή Σαρακοστή Με ένα πίνακα του Σπύρου Βασιλείου Καθαρα_Δευτερα ,377,16,0,0,0,1,0,0,0,0,1,1
2021-03-11 20:01:48, Κανένας από την ιεραρχία του Υπουργείου δεν υπέγραψε την απόφαση για την προκαταβολή_σύνταξης στους συνταξιούχους μήπως,0,65,0,0,0,0,0,0,0,0,0,0
2021-03-11 17:58:33, Τα ψηφιακά ραντεβού επεκτείνονται και σε άλλες υπηρεσίες του  Με 100 πληρότητα τον Μάρτιο το ,0,55,0,1,0,0,0,0,0,0,0,0
2021-03-11 17:52:09,Κανένας από την ιεραρχία του Υπουργείου δεν υπέγραψε την απόφαση για την προκαταβολή_σύνταξης στους συνταξιούχους μήπως και φύγουμε από τις αρχές του ασφαλιστικού συστήματος και μας ξεφύγει κανένας πόντος Τελικά την απόφαση την υπέγραψα μόνο εγώ και η ΓΓ του Υπουργείου ,369,65,0,1,1,1,1,1,1,0,0,0
2021-03-10 18:59:29, Με την ενεργοποίηση της πλατφόρμας για την προκαταβολή_σύνταξης υλοποιούμε μια βασική μας δέσμευση έναντι των συνταξιούχ,0,21,0,1,0,0,0,1,0,0,0,0
2021-03-10 15:29:44,Με την ενεργοποίηση της πλατφόρμας για την προκαταβολή_σύνταξης υλοποιούμε μια βασική μας δέσμευση έναντι των συνταξιούχων Mια σημαντική δράση ανακούφισης όσων περιμένουν για πολύ καιρό κι υπό αντίξοες συνθήκες τη συνταξιοδότησή τους Μια πράξη σεβασμού για την υπομονή τους ,130,21,0,4,1,0,0,4,2,1,1,1
2021-03-08 19:45:15, Παρουσιάσαμε με αφορμή την  μεταξύ άλλων 6 συγκεκριμένες δράσεις για την ενίσχυση της θέσης της Γυ,0,9,0,1,0,0,0,1,0,1,1,0
2021-03-08 13:00:16,Παρουσιάσαμε με αφορμή την  μεταξύ άλλων 6 συγκεκριμένες δράσεις για την ενίσχυση της θέσης της Γυναίκας και την προώθηση της Ισότητας των Φύλων Χωρίς πολλά λόγια αλλά με πράξεις θελουμε στο Υπουργείο Εργασίας να γίνουμε το Υπουργείο της Ισότητας ,91,9,2,3,2,2,0,3,1,2,5,2
2021-03-04 08:37:18,Ο ΣΥΡΙΖΑ ότι και να κάνουμε για τη διαχείριση του κορωνοϊού είναι απέναντι Αυστηροποιούμε τα μέτρα λένε ότι θα θιγεί η οικονομία Χαλαρώνουμε σε κάποιες στιγμές τα μέτρα διαμαρτύρονται ότι θα υπάρχει πρόβλημα με τη δημόσια υγεία Δεν τους πιάνεις πουθενά ,136,11,0,3,2,0,1,2,0,1,1,1
2021-03-03 10:24:15,Όπως φαίνεται στο  ή στην υπόθεση Κουφοντίνα ο ΣΥΡΙΖΑ ακολουθεί γραμμή φανατισμού κ ακροτήτων Κάνει κακιασμένη αντιπολίτευση χωρίς όρια Κι αυτό τον αποκόπτει από τον μέσο άνθρωπο τον μέσο κεντρώο ή κεντροαριστερό ψηφοφόρο στον οποίο θεωρητικά απευθύνεται ,97,13,3,0,0,1,1,0,2,3,4,3
2021-03-02 19:01:57, Άλλοι μιλούν με μεγάλα λόγια η κυβέρνηση μιλάει με έργα για την εργασία και την κοινωνική προστασία Το Υπουργείο Εργασί,0,23,1,3,2,0,1,3,2,0,2,1
2021-03-02 16:35:50,Άλλοι μιλούν με μεγάλα λόγια η κυβέρνηση μιλάει με έργα για την εργασία και την κοινωνική προστασία Το Υπουργείο Εργασίας κατά τη διάρκεια της πανδημίας υλοποιεί το μαζικότερο πρόγραμμα στήριξης εργαζομένων και ανέργων 64 δισ  3 εκατ ωφελούμενοι ,94,23,1,3,2,0,1,3,2,0,3,1
2021-03-01 10:03:59,Αντί κάποιοι να πιέζουν την κυβέρνηση να κάνει εξαίρεση  για Κουφοντίνα να τον πείσουν να σταματήσει την απεργία πείνας να χρησιμοποιήσει τα μέσα που έχει κ να μην εκβιάζει την κυβέρνηση Είναι ζήτημα νομιμότητας κ όχι δεξιάςαριστεράς  λιγότερης ή περισσότερης ευαισθησίας,265,43,1,2,0,1,0,2,0,0,3,2
2021-03-01 09:58:27,Αυτοί που σήμερα διαμαρτύρονται για τον Κουφοντίνα  εάν αύριο μεθαύριο για τον οποιοδήποτε λόγο κάνουν μια απεργία πείνας ο Ρουπακιάς και ο Μιχαλολιάκος θα προτείνουν στην κυβέρνηση να υποχωρήσει και να παραβιάσει τη νομιμότητα Ειλικρινά με ενδιαφέρει η απάντησή τους,1208,154,1,1,0,0,0,2,1,0,2,1
2021-02-26 06:53:46, Έμπρακτη απάντηση της κυβέρνησης σε όσους δίνουν μαθήματα κοινωνικής ευαισθησίας Πρόσβαση πλέον για ΟΛΟΥΣ τους ασφαλισμέ,0,18,0,0,0,0,0,1,2,0,1,0
2021-02-25 16:19:31,Έμπρακτη απάντηση της κυβέρνησης σε όσους δίνουν μαθήματα κοινωνικής ευαισθησίας Πρόσβαση πλέον για ΟΛΟΥΣ τους ασφαλισμένους του ΕΦΚΑ για ένα χρόνο σε ιατροφαρμακευτική περίθαλψη Ακόμα και με ελάχιστα ή καθόλου ημερομίσθια Αντίδραση στην πανδημία με ανθρωπιά και ευαισθησία ,194,18,0,2,1,0,0,2,2,1,2,1
2021-02-25 12:15:34, Επεκτείνεται σε όλα τα σχολεία από τον Σεπτέμβριο το πρόγραμμα σεξουαλικής διαπαιδαγώγησης που εφαρμόστηκε για πρώτη φ,0,193,0,0,0,0,0,0,0,0,0,0
2021-02-25 12:15:30, Παίρνουμε συγκεκριμένες πρωτοβουλίες για να αποτραπούν τα μελλοντικά εγκλήματα δημιουργώντας ένα πλαίσιο ασφάλειας κα,0,105,0,0,0,0,0,0,0,0,0,0
2021-02-25 12:15:26, Ενισχύουμε το νομικό οπλοστάσιο για τη δίκαιη τιμωρία των ενόχων Βουλή ,0,103,1,0,0,1,0,1,0,1,1,1
2021-02-25 12:15:19, Μαζί σπάμε την σιωπή Δεν είσαι μόνη Δεν είσαι μόνος    ,0,397,0,2,0,0,0,1,0,0,0,0
2021-02-18 16:46:02,Το ΟΑΕΔapp για κινητά και tablets εντάσσεται στη στρατηγική μας για την αναβάθμιση της εξυπηρέτησης των πολιτών από το Υπουργείο Εργασίας και τους φορείς του Ο πολίτης θα πρέπει να νιώθει ότι σεβόμαστε τις ανάγκες του τον χρόνο του και τις δυσκολίες που αντιμετωπίζει ,150,38,0,3,1,0,0,1,0,1,3,0
2021-02-17 18:59:24,Τι άραγε θέλουν αυτοί που διαμαρτύρονται για την προκαταβολή εθνικής σύνταξης με αυτόματες διαδικασίες Για να μη χάσουμε έναν πόντο να μην κάνουν οι άνθρωποι Πάσχα Αυτή θα ήταν μια συμπεριφορά που δεν αντέχω συνειδησιακά Βουλή ,119,18,0,3,1,0,1,0,2,0,0,2
2021-02-12 19:17:07, Ξεκαθαρίζω για να ακούν και οι όποιοι γραφειοκράτες Κράτος που αργεί να δώσει συντάξεις για 14 χρόνια δεν δικαιούται να,0,73,0,0,0,0,0,0,0,0,0,0
2021-02-12 15:07:58,Ξεκαθαρίζω για να ακούν και οι όποιοι γραφειοκράτες Κράτος που αργεί να δώσει συντάξεις για 14 χρόνια δεν δικαιούται να βγάζει γλώσσα στους ασφαλισμένους Και να τους περνά από 40 κόσκινα για να τους δώσει έστω προσωρινή ενίσχυση Με εμένα υπουργό αποκλείεται να γίνει Βουλή ,532,73,0,1,0,0,0,1,0,0,0,0
2021-02-12 09:56:33,Ο κομματικός φανατισμός του ΣΥΡΙΖΑ δεν έχει όρια Έφτασαν στο σημείο να αμφισβητήσουν ακόμα και την ευαισθησία μας για τα άτομα με αναπηρία Ούτε αυτό δεν είναι σε θέση να αναγνωρίσουν σε ένα πολιτικό τους αντίπαλο Βουλή ,186,20,0,1,0,1,0,0,1,1,1,1
2021-02-12 09:51:16,Είναι στον κόσμο του ΣΥΡΙΖΑ Ενώ εγώ αναγνωρίζω τα προβλήματα του ΕΦΚΑ και προσπαθώ να τα αντιμετωπίσω ο ΣΥΡΙΖΑ βρίσκεται στο ροζ συννεφάκι του Και προσπαθεί να μας πείσει ότι επί των ημερών του δεν υπήρχε κανένα πρόβλημα Βουλή ,72,9,0,1,0,0,0,0,1,1,1,1
2021-02-11 19:54:01, Αν είχαν επικρατήσει οι ιδεοληψίες του κ Τσίπρα κ του ΣΥΡΙΖΑ θα είχαμε μείνει με τα χάλια των παλαιών αεροδρομίων κ τα,0,32,1,0,0,0,0,0,0,0,1,0
2021-02-11 15:52:40,Αν είχαν επικρατήσει οι ιδεοληψίες του κ Τσίπρα κ του ΣΥΡΙΖΑ θα είχαμε μείνει με τα χάλια των παλαιών αεροδρομίων κ τα 14 νέα περιφερειακά αεροδρόμια θα ήταν άπιαστο όνειρο Νιώθω υπερήφανος που και το 2008 κ το 2013 ως υπουργός βοήθησα στην υλοποίηση αυτού του μεγάλου έργου ,342,32,1,1,1,0,0,1,1,0,1,0
2021-02-05 08:00:03,Δεν μπορεί ο ΣΥΡΙΖΑ να περηφανεύεται για το μπάχαλο που μας έδωσε στις συντάξεις Ούτε κανένας άλλος Για τον ΕΦΚΑ το ΙΚΑ το ΤΕΒΕ και όλη αυτή την κατάσταση που υπάρχει εδώ και δεκαετίες Αυτό το πρόβλημα προσπαθώ να αντιμετωπίσω Με σύστημα αποφασιστικότητα και ταχύτητα ,239,27,1,3,1,1,2,1,1,1,2,1
2021-02-04 12:15:03,Τα Ελληνόπουλα πρώτα σε όλο τον κόσμο Βραβεύσαμε χθες τη μαθητική ομάδα Plaisiobots Κατέκτησε τη πρώτη θέση στη Διεθνή Ολυμπιάδα Ρομποτικής Σχεδιάζοντας ένα έξυπνο μπαστούνι για τους συνανθρώπους μας με προβλήματα όρασης Ένα μεγάλο μπράβο στα παιδιά και στο Πλαίσιο ,201,24,0,1,0,0,0,2,0,0,1,0
