Time,Title,Summary,year,month,day,anger,positivity,joy,disgust,surprise,trust,anticipation,sadness,negative,fear
2021-06-16 13:04:00,μητσοτάκης οι 10 τολμηρές τομές του εργασιακού νομοσχεδίου  ποιοί θα εργάζονται κυριακές,αίτημα για ονομαστική ψηφοφορία σε όλα τα άρθρα του νομοσχεδίου για τα εργασιακά κατέθεσε ο πρωθυπουργός κυριάκος μητσοτάκης πετώντας το γάντι στην,2021,Jun,16,0,1,0,0,0,1,1,0,0,0
2021-06-16 13:02:00,βελόπουλος βασική αρχή του νομοσχεδίου είναι η ανάπτυξη με φτηνή εργασία,με το νομοσχέδιο του υπουργείου εργασίας προωθείται η κατάργηση του οκταώρου την εβδομάδα 50 ωρών εργασίας κατάργηση αργίας της κυριακής κατάργηση του,2021,Jun,16,0,0,0,0,0,0,0,0,5,0
2021-06-16 12:55:00,γεννηματά για εργασιακό νομιμοποιείτε την εργασιακή ζούγκλα και ευνοείτε τους ασύδοτους εργοδότες,για το εργασιακό νομοσχέδιο τοποθετήθηκε στην βουλή η πρόεδρος του κινήματος αλλαγής φώφηγεννηματά η κα γεννηματά τόνισε ότιαν σήμερα η κυβερνητική,2021,Jun,16,0,1,0,0,0,1,0,0,0,0
2021-06-16 12:55:00,κουτσούμπας το εργασιακό έχει καταδικαστεί στις μεγάλες απεργιακές συγκεντρώσεις vid,επίθεση στην κυβέρνηση εξαπέλυσεο γγ της κε του κκε δημήτρης κουτσούμπας μιλώντας στην ολομέλεια της βουλής για το εργασιακό νομοσχέδιοακόμα κι αν,2021,Jun,16,1,2,0,1,1,1,1,1,2,2
2021-06-16 12:47:00,ολοκληρώθηκε η πορεία διαμαρτυρίας στο κέντρο της αθήνας για το εργασιακό νομοσχέδιο,ολοκληρώθηκε ύστερα από σύντομη παράσταση διαμαρτυρίας μπροστά στη βουλή η πορεία της γσεε και της αδεδυ με τη συμμετοχή πλήθους συνδικαλιστικών οργανώσεων,2021,Jun,16,0,1,0,0,0,0,0,0,0,0
2021-06-16 12:47:00,νδ αυτά είναι τα 101 fake news του συριζα για το εργασιακό νομοσχέδιο,η νέα δημοκρατία εξέδωσε ανακοίνωση με τίτλο 10  1 fake news του συριζα για το εργασιακό νομοσχέδιο και απαντά σε 11 ερωτήματα σχετικά με την κριτική που,2021,Jun,16,1,1,0,0,0,0,1,1,2,0
2021-06-16 11:57:00,live η μάχη των αρχηγών για το εργασιακό στη βουλή,με τις ομιλίες των πολιτικών αρχηγών και εν μέσω απεργιακών κινητοποιήσεων κορυφώνεται η αντιπαράθεση για το εργασιακό νομοσχέδιο της κυβέρνησης στην,2021,Jun,16,0,0,0,0,0,0,0,0,1,0
2021-06-16 11:52:00,κουτσούμπας στην απεργιακή συγκέντρωση στο σύνταγμα tο ταξικό συνδικαλιστικό κίνημα βγαίνει πιο δυνατό,παρά τις απειλές τα ψέματα τις συκοφαντίες την καταστολή οι εργαζόμενοι το ταξικό συνδικαλιστικό κίνημα βγαίνουν πιο δυνατοί από αυτή τη μάχη δήλωσε ο,2021,Jun,16,2,0,0,1,0,0,0,0,2,2
2021-06-16 10:23:00,τι προβλέπει το νομοσχέδιο για την προστασία της εργασίας,τα βασικά σημεία του νομοσχεδίου για την προστασία της εργασίας που ψηφίζεται σήμερα αναφέρει ενημερωτικό σημείωμα του υπουργείου εργασίας και κοινωνικών,2021,Jun,16,0,0,0,0,0,0,0,0,2,0
2021-06-16 09:31:00,χατζηδάκης σε σκαϊ για εργασιακό γιατί είναι υπέρ των εργαζομένων λογικό να μην ικανοποιεί τους πάντες ,για το 8ωρο τις απολύσεις τα ρεπό και τις υπερωρίες μίλησε στον σκαϊ ο υπουργός εργασίας κωστής χατζηδάκης το εργασιακό νομοσχέδιο ψηφίζεται σήμερα στη,2021,Jun,16,0,0,0,0,0,0,0,0,1,0
2021-06-16 08:23:00,εργασιακό νομοσχέδιο η ώρα των πολιτικών αρχηγών  σήμερα η ψηφοφορία,σε κυκλική διαδρομή 360ο εξελίσσεται η τριήμερη συζήτηση στη βουλή για το νομοσχέδιο του υπουργείου εργασίας απολήγει έτσι όπως εκκίνησε με αγεφύρωτη δηλαδή,2021,Jun,16,1,1,0,0,0,0,0,0,1,0
2021-06-16 06:55:00,διαμαρτυρίες επιβατών για την απεργία στα πλοία,στους καταπέλτες των πλοίων στο λιμάνι του πειραιά βρίσκονται από νωρίς το πρωί οι ναυτεργάτες παρά το γεγονός ότι η απεργία τους κρίθηκε παράνομη,2021,Jun,16,1,0,0,0,0,2,0,0,1,0
2021-06-15 18:20:00,παράνομη κρίθηκε η αυριανή απεργία των ναυτεργατών,παράνομη κρίθηκε από το μονομελές πρωτοδικείο πειραιά αραπόφασης 5442021 η αυριανή νέα 24ωρη πανελλαδική απεργία σε όλες τις κατηγορίες πλοίων που έχουν,2021,Jun,15,1,0,0,0,0,0,0,0,1,0
2021-06-15 15:53:00,εντός της ημέρας η απόφαση του πρωτοδικείου για την απεργία της τετάρτης,εντός της ημέρας εκτιμάται ότι θα εκδοθεί η απόφαση του μονομελούς πρωτοδικείου της αθήνας που θα κρίνει την κατεπείγουσα αγωγή της υπουργού παιδείας νίκης,2021,Jun,15,1,0,0,1,1,0,0,1,1,1
2021-06-15 12:35:00,χατζηδάκης σε σκαϊ 1003 θα γίνουν βελτιώσεις στο εργασιακό  δεν αλλάζει η βάση του audio,νομοτεχνικές ρυθμίσεις αλλά όχι αλλαγές στη βάση του εργασιακού νομοσχεδίου προανήγγειλε ο υπουργός εργασίας κωστής χατζηδάκης μιλώντας στο ραδιόφωνο του σκαϊ,2021,Jun,15,0,1,0,0,0,1,0,0,1,0
2021-06-15 09:30:00,ξεκίνησε για δεύτερη ημέρα η συζήτηση για το εργασιακό νομοσχέδιο στην ολομέλεια,με τις τοποθετήσεις βουλευτών ξεκίνησε η δεύτερη ημέρα συζήτησης στην ολομέλεια του σχεδίου νόμου του υπουργείου εργασίας για την προστασία της εργασίας ,2021,Jun,15,0,1,0,0,0,0,0,0,2,0
2021-06-15 08:45:00,νδ για απεργία σε μετρό και λεωφορεία σε κίνδυνο οι πανελλαδικές ταλαιπωρία για τους πολίτες,για τις απεργίες των εργαζομένωνστο μετρό και τα λεωφορεία εξέδωσε σχετική ανακοίνωση η νέα δημοκρατία επισημαίνοντας ότιεκτός από τα βασανιστήρια στα οποία,2021,Jun,15,0,1,0,0,0,0,1,0,1,0
2021-06-15 00:48:00,κρίτων αρσένης για εργασιακό νσ οι γονείς δεν θα βλέπουν τα παιδιά τους μέχρι την ενηλικίωσή τους,h κυβέρνηση παρ ότι επικαλείται πως σε αυτό το νομοσχέδιο δίνει χρόνο στους πατεράδες όταν γεννιούνται τα παιδιά τους κάνει το παν αυτά τα παιδιά να μην,2021,Jun,15,0,1,0,0,0,1,0,0,1,1
2021-06-14 17:19:00,χατζηδάκης πρέπει να υπάρχει ισορροπία ανάμεσα σε εργοδότη και εργαζόμενο,είμαστε ένα μεγάλο λαϊκό κόμμα που σταθερά πιστεύει ότι πρέπει να υπάρχει ισορροπία ανάμεσα σε εργοδότη και εργαζόμενο θεωρούμε ότι δεν μπορεί να υπάρχουν,2021,Jun,14,1,3,1,1,2,1,0,0,2,0
2021-06-14 13:41:00,εργασιακό νομοσχέδιο απορρίφθηκαν οι ενστάσεις αντισυνταγματικότητας συριζα κκε,mε την επίκληση της αρχής της δεδηλωμένης απορρίφθηκαν οι ενστάσεις αντισυνταγματικότητας που είχαν υποβληθεί από τον συριζα και το κκε για το νομοσχέδιο,2021,Jun,14,0,0,0,0,0,1,1,1,1,0
2021-06-14 12:03:00,μετωπική σύγκρουση κυβέρνησηςαντιπολίτευσης για το εργασιακό νομόσχεδιο ,το κλίμα μετωπικής σύγκρουσης που αναμένεται να κυριαρχήσει στη συζήτηση του νομοσχεδίου εργασίας αποτυπώθηκε και στις βασικές εισηγήσεις των κομμάτων ο,2021,Jun,14,1,1,0,0,0,0,0,0,1,0
2021-06-14 10:09:00,νέα 24ωρη απεργία για την τετάρτη 16 ιουνίου εξήγγειλαν τα ναυτεργατικά σωματεία,nέα εικοσιτετράωρη πανελλαδική απεργία σε όλες τις κατηγορίες πλοίων για την τετάρτη 16 ιουνίου 2021 και από τις 0001 τα ξημερώματα έως τις 2400 τα,2021,Jun,14,1,0,0,0,0,0,0,0,1,0
2021-06-14 10:04:00,γεραπετρίτης θα αποκατασταθεί η πλήρης ελευθερία των εμβολιασμένων πολιτών,για την υποχρεωτικότητα του εμβολιασμού και τα προνόμια των εμβολιασμένων καθώς και για το εργασιακό νομοσχέδιο μίλησε στην κρατική τηλεόραση ο υπουργός,2021,Jun,14,0,0,0,0,0,0,0,0,0,0
2021-06-14 07:51:00,στην ολομέλεια της βουλής το εργασιακό νομοσχέδιο μητέρα των μαχών για αντιπολίτευση,η τελευταία πράξη της κοινοβουλευτικής αντιπαράθεσης για το νομοσχέδιο του υπουργείου εργασίας διαδραματίζεται από σήμερα στην ολομέλειατα ναι και τα ,2021,Jun,14,0,0,0,0,0,1,0,0,1,0
2021-06-13 21:35:00,χατζηδάκης σε σκαϊ για αλλαγές στο εργασιακό τίποτα χωρίς την συναίνεση εργαζόμενου ,οι υπερωρίες όχι μόνον θα πληρώνονται αλλά πηγαίνουν και στον ευρωπαϊκό μέσοόρο κατοχυρώνεται το οκτάωρο μέσω και της ψηφιακής κάρτας εργασίας και τίποτα,2021,Jun,13,0,0,0,0,0,0,0,0,1,0
2021-06-12 13:02:00,παρατείνονται για ένα έτος οι συμβάσεις έργου στο εθνικό κτηματολόγιο ,την παράταση των συμβάσεων μίσθωσης έργου και τη δυνατότητα εσωτερικής μετακίνησης των υπαλλήλων του εθνικού κτηματολογίου προβλέπει μεταξύ άλλων τροπολογία,2021,Jun,12,0,1,0,0,0,0,1,1,1,0
2021-06-12 12:55:00,επιταχύνεται η έκδοση συντάξεων ελλήνων που εργάστηκαν σε διεθνείς οργανισμούς ,την επιτάχυνση της έκδοσης συντάξεων ελλήνων που έχουν εργαστεί σε ευρωπαϊκούς και διεθνείς οργανισμούς προβλέπει τροπολογία του υπουργείου εργασίας που,2021,Jun,12,0,0,0,0,0,0,0,0,1,0
2021-06-12 12:28:00,τη δευτέρα στη βουλή η τροπολογία για μηδενικά ενοίκια και τον ιούνιο,διάταξη για την απαλλαγή των επαγγελματιών και τον μήνα ιούνιο από την υποχρέωση καταβολής μισθώματος και διατάξεις για την καταβολή του ενφια την,2021,Jun,12,0,1,0,0,0,2,0,0,0,0
